work_id,state,district,constituency,house,mp_name,work_title,category,implementing_agency,vendor_id,vendor_name,recommendation_date,sanction_date,estimated_cost_inr,sor_benchmark_cost_inr,expenditure_incurred_inr,completion_pct,days_stalled,work_status,latitude,longitude,photo_phash,photo_exif_lat,photo_exif_lon,declared_category_at_completion,milestone_count,anomaly_label
WRK-NAG-00388,Nagaland,Kohima,Kohima,Lok Sabha,Anil Tripathi,Construction of Storm Water Drainage Ward 9,Drainage,District Rural Development Agency,VEN-NAG-006,Vindhya Infrastructure Solutions,2024-06-28,2024-07-21,3607582,3670901,3572529,100,0,Completed,26.534689,94.501466,fc47391179e8ee4b,26.536275,94.500024,Drainage,2,COMPLIANT
WRK-UTT-00704,Uttarakhand,Dehradun,Haridwar,Lok Sabha,Lakshmi Deshmukh,Drainage Canal Package A,Drainage,Municipal Corporation Engineering Wing,VEN-UTT-002,Sindhudurg Construction Pvt Ltd,2024-03-07,2024-03-17,972197,933309,486098,50,20,In Progress,30.183227,79.041939,ce5781aada821015,0,0,Drainage,1,TENDER_SPLITTING
WRK-ODI-00426,Odisha,Ganjam,Ganjam,Rajya Sabha,Sunil Gupta,Establishment of IT Skill Development Centre Ward 9,Skill Development,Zilla Parishad Works Department,VEN-ODI-006,Deccan Builders & Co,2023-10-26,2023-11-11,4283347,3915224,3098138,75,260,Stalled,20.947035,84.802659,e95d35a7b563edd3,20.94846,84.803059,Skill Development,2,COMPLIANT
WRK-GUJ-00157,Gujarat,Surat,Surat,Rajya Sabha,Lakshmi Tripathi,Construction of Public Toilet Complex Panchayat East,Sanitation,Municipal Corporation Engineering Wing,VEN-GUJ-002,Vindhya Nirman Udyog,2024-04-17,2024-05-01,2360823,2442554,2310632,100,0,Completed,22.197131,71.181736,6875ee73e553129b,22.197281,71.183413,Sanitation,2,COMPLIANT
WRK-TAM-00515,Tamil Nadu,Madurai,Madurai,Lok Sabha,Vikram Nair,Renovation of Government Primary School Ward 9,Education Infrastructure,Zilla Parishad Works Department,VEN-TAM-005,Sindhudurg Nirman Udyog,2024-10-14,2024-10-30,1294031,1291156,510494,40,411,Stalled,10.97627,78.834239,003fb427cc860a7a,10.97525,78.832945,Education Infrastructure,2,COMPLIANT
WRK-MEG-00696,Meghalaya,West Garo Hills,East Khasi Hills,Lok Sabha,Sanjeev Yadav,Drainage Canal Package A,Drainage,Zilla Parishad Works Department,VEN-MEG-001,Nilgiri Civil Contractors,2024-03-03,2024-03-13,990201,950592,495100,50,20,In Progress,25.414115,91.510507,1501a778cdc97d6c,0,0,Drainage,1,TENDER_SPLITTING
WRK-GUJ-00159,Gujarat,Surat,Surat,Lok Sabha,Lakshmi Tripathi,Panchayat Bhawan Renovation Gram Sabha Zone 2,Community Infrastructure,Panchayati Raj Engineering Dept,VEN-GUJ-002,Vindhya Nirman Udyog,2023-06-24,2023-07-22,467557,429439,405906,90,115,In Progress,22.078582,71.222487,6bf382f9a845dfbb,22.077255,71.222316,Community Infrastructure,2,COMPLIANT
WRK-AND-00008,Andhra Pradesh,Guntur,Guntur,Rajya Sabha,Kamlesh Mishra,Nala Deepening and Widening Ward 9,Drainage,Zilla Parishad Works Department,VEN-AND-002,Kashi Engineering Works,2023-09-04,2023-09-25,3143011,3498202,0,0,1085,Stalled,15.992056,79.730885,b9c1e8c7d352b427,15.990503,79.730337,Drainage,0,COMPLIANT
WRK-PUN-00434,Punjab,Ludhiana,Ludhiana,Lok Sabha,Pradeep Patel,Construction of CC Road at Panchayat West,Roads & Connectivity,Public Works Division,VEN-PUN-006,Om Sai Waterworks Solutions,2024-12-28,2025-01-21,1885983,1662794,1811615,100,0,Completed,30.786046,75.456115,ec22d0469f8bb72b,30.785339,75.454337,Roads & Connectivity,2,COMPLIANT
WRK-NAG-00390,Nagaland,Kohima,Kohima,Lok Sabha,Anil Tripathi,Vocational Training Centre Setup Ward 4,Skill Development,Zilla Parishad Works Department,VEN-NAG-005,Malwa Infra Projects,2024-02-06,2024-03-02,2836176,2645794,2428356,90,93,In Progress,25.760357,94.372542,12146542ec622890,25.762181,94.373879,Skill Development,2,COMPLIANT
WRK-CHH-00106,Chhattisgarh,Raipur,Raipur,Rajya Sabha,Pooja Nair,Installation of RO Drinking Water Unit Panchayat West,Drinking Water,Zilla Parishad Works Department,VEN-CHH-004,Namma Civil Contractors,2023-08-04,2023-08-22,2020446,2185742,1924535,100,0,Completed,21.635008,82.157431,c1a337a6803c6987,21.634681,82.159282,Drinking Water,2,COMPLIANT
WRK-WES-00627,West Bengal,North 24 Parganas,North 24 Parganas,Lok Sabha,Anita Chauhan,Construction of Community Hall Gram Sabha Zone 2,Public Amenities,Municipal Corporation Engineering Wing,VEN-WES-002,Sindhudurg Builders & Co,2023-10-26,2023-11-16,2782363,2971348,2059005,75,259,Stalled,22.662194,87.857592,3131c4e788c7b2ba,22.662996,87.857499,Public Amenities,2,COMPLIANT
WRK-MAD-00291,Madhya Pradesh,Bhopal,Bhopal,Lok Sabha,Anil Chauhan,Development of Public Ground Gram Sabha Zone 2,Public Amenities,Municipal Corporation Engineering Wing,VEN-MAD-002,Sri Balaji Electricals,2024-04-04,2024-04-15,4118597,3922442,3961259,100,0,Completed,22.920729,78.268954,012c8250e6b6b0b8,22.921907,78.269293,Public Amenities,2,COMPLIANT
WRK-HIM-00201,Himachal Pradesh,Kangra,Kangra,Lok Sabha,Sanjeev Patel,Construction of Public Toilet Complex Municipal Ward 18,Sanitation,Public Works Division,VEN-HIM-004,Konkan Electricals,2024-09-17,2024-10-10,2688998,2546110,526309,20,564,Stalled,30.893314,77.012482,14006111c9c5ff6d,30.892893,77.013898,Sanitation,2,COMPLIANT
WRK-GUJ-00149,Gujarat,Ahmedabad,Ahmedabad,Lok Sabha,Lakshmi Tripathi,Construction of Storm Water Drainage Ward 12,Drainage,Municipal Corporation Engineering Wing,VEN-GUJ-006,Om Sai Civil Contractors,2024-07-16,2024-08-01,2330038,2139013,2308947,100,0,Completed,22.495225,71.119713,03b56d80dbac5634,22.495222,71.120246,Drainage,2,COMPLIANT
WRK-TEL-00538,Telangana,Nizamabad,Nizamabad,Lok Sabha,Geeta Nair,Widening of Internal Road Ward 9,Roads & Connectivity,Panchayati Raj Engineering Dept,VEN-TEL-003,Malwa Infrastructure Solutions,2024-11-28,2024-12-21,958304,923140,368851,40,380,Stalled,17.807442,78.936616,ef46e1f9269abb9a,17.806653,78.937001,Roads & Connectivity,2,COMPLIANT
WRK-MAN-00341,Manipur,Imphal East,Imphal East,Lok Sabha,Kamlesh Chauhan,Installation of Solar Street Lighting Municipal Ward 18,Electrification,Panchayati Raj Engineering Dept,VEN-MAN-002,Sindhudurg Civil Contractors,2025-02-07,2025-02-19,3840756,3401130,734134,20,458,Stalled,24.74056,93.766602,fbb6f5520a1a190a,24.738951,93.766383,Electrification,2,COMPLIANT
WRK-AND-00680,Andaman and Nicobar Islands,South Andaman,South Andaman,Rajya Sabha,Girish Iyer,Overhead Water Tank Construction Gram Sabha Zone 2,Drinking Water,Zilla Parishad Works Department,VEN-AND-002,Malwa Engineering Works,2025-03-28,2025-04-12,451429,462792,22571,8,320,Stalled,11.844921,92.446373,c9dd47c553d13a22,11.844316,92.446495,Drinking Water,2,CAPITAL_DORMANCY
WRK-ARU-00045,Arunachal Pradesh,East Siang,East Siang,Lok Sabha,Anil Mishra,Panchayat Bhawan Renovation Gram Sabha Zone 2,Community Infrastructure,Municipal Corporation Engineering Wing,VEN-ARU-003,Sri Balaji Waterworks Solutions,2023-05-04,2023-05-21,1602050,1508399,305529,20,970,Stalled,28.004739,94.539444,00b441d51af69a34,28.005904,94.539803,Community Infrastructure,2,COMPLIANT
WRK-TEL-00539,Telangana,Nizamabad,Nizamabad,Lok Sabha,Geeta Nair,Construction of Health Wellness Centre Ward 9,Health Infrastructure,Public Works Division,VEN-TEL-004,Sindhudurg Nirman Udyog,2024-01-07,2024-02-06,2989652,3039700,2858107,100,0,Completed,17.77851,79.010675,e53913118ceda5c6,17.779185,79.010714,Health Infrastructure,2,COMPLIANT
WRK-TAM-00508,Tamil Nadu,Coimbatore,Coimbatore,Lok Sabha,Vikram Nair,Construction of CC Road at Panchayat West,Roads & Connectivity,Public Works Division,VEN-TAM-001,Ganga Infra Projects,2023-11-12,2023-11-25,4009038,3642542,3953715,100,0,Completed,10.76231,78.6669,8f5649fc5996099c,10.763572,78.666191,Roads & Connectivity,2,COMPLIANT
WRK-TAM-00498,Tamil Nadu,Chennai,Chennai,Lok Sabha,Vikram Nair,Village Electrification Works New Township Sector 3,Electrification,Public Works Division,VEN-TAM-004,Cauvery Electricals,2023-10-27,2023-11-18,573084,567215,502230,90,104,In Progress,10.990173,79.026451,20c0803eb8925087,10.990729,79.02567,Electrification,2,COMPLIANT
WRK-UTT-00602,Uttarakhand,Nainital,Nainital,Lok Sabha,Ashok Naik,Construction of Community Centre Sector 7,Community Infrastructure,Panchayati Raj Engineering Dept,VEN-UTT-007,Sindhudurg Infra Projects,2024-07-09,2024-08-05,1678818,1898364,334933,20,616,Stalled,29.947291,79.254301,d50f270f3836a5d3,29.947147,79.255933,Community Infrastructure,2,COMPLIANT
WRK-HIM-00219,Himachal Pradesh,Mandi,Mandi,Lok Sabha,Sanjeev Patel,Community Sanitation Block Sector 7,Sanitation,Zilla Parishad Works Department,VEN-HIM-003,Deccan Civil Contractors,2023-08-11,2023-08-24,1910637,1908727,1373295,75,280,Stalled,31.363875,77.011962,c394ada8eb7cd26e,31.363038,77.012873,Sanitation,2,COMPLIANT
WRK-UTT-00587,Uttarakhand,Dehradun,Dehradun,Lok Sabha,Ashok Naik,School Boundary Wall Construction Ward 4,Education Infrastructure,Municipal Corporation Engineering Wing,VEN-UTT-007,Sindhudurg Infra Projects,2024-04-26,2024-05-21,3064670,2759364,2955892,100,0,Completed,29.78803,78.989785,8c60c2b9c532542d,29.789571,78.988158,Education Infrastructure,2,COMPLIANT
WRK-HIM-00212,Himachal Pradesh,Mandi,Mandi,Lok Sabha,Sanjeev Patel,Installation of RO Drinking Water Unit Gram Sabha Zone 2,Drinking Water,District Rural Development Agency,VEN-HIM-003,Deccan Civil Contractors,2024-01-09,2024-02-08,1844149,1663723,1359330,75,238,Stalled,31.46655,77.294573,84d244d204431f27,31.465303,77.294642,Drinking Water,2,COMPLIANT
WRK-MAN-00338,Manipur,Imphal East,Imphal East,Lok Sabha,Kamlesh Chauhan,Installation of RO Drinking Water Unit Gram Sabha Zone 2,Drinking Water,Zilla Parishad Works Department,VEN-MAN-004,Namma Construction Pvt Ltd,2024-02-12,2024-03-13,3540999,3278861,680994,20,732,Stalled,24.442736,94.195177,ed92f8d5ca2d0fa2,24.443204,94.196828,Drinking Water,2,COMPLIANT
WRK-UTT-00566,Uttar Pradesh,Lucknow,Lucknow,Lok Sabha,Manoj Tripathi,Construction of Storm Water Drainage Ward 9,Drainage,Public Works Division,VEN-UTT-004,Konkan Nirman Udyog,2025-05-08,2025-06-03,1947077,1911243,755498,40,281,Stalled,26.663895,80.693453,1cfee2f68e659d94,26.662535,80.692324,Drainage,2,COMPLIANT
WRK-KAR-00247,Karnataka,Bengaluru Urban,Bengaluru Urban,Lok Sabha,Neha Naik,Renovation of Primary Health Sub-Centre Panchayat East,Health Infrastructure,Municipal Corporation Engineering Wing,VEN-KAR-003,Vindhya Builders & Co,2025-05-23,2025-06-16,1839985,1899764,1791592,100,0,Completed,15.344074,75.423005,640427386ae39443,15.343638,75.424195,Health Infrastructure,2,COMPLIANT
WRK-DEL-00640,Delhi,New Delhi,New Delhi,Lok Sabha,Kavita Tripathi,Construction of Storm Water Drainage Gram Sabha Zone 2,Drainage,Municipal Corporation Engineering Wing,VEN-DEL-002,Ganga Infrastructure Solutions,2025-02-20,2025-03-22,3473334,3874619,2568418,75,136,In Progress,29.053325,77.346993,42616ebd6b27ae3b,29.05382,77.345796,Drainage,2,COMPLIANT
WRK-TRI-00548,Tripura,West Tripura,West Tripura,Lok Sabha,Rajesh Bhatt,Panchayat Bhawan Renovation Ward 12,Community Infrastructure,Public Works Division,VEN-TRI-005,Namma Engineering Works,2024-10-16,2024-11-14,4418963,3999464,865776,20,536,Stalled,23.748049,92.137527,a382604855bfcad6,23.748902,92.138157,Community Infrastructure,2,COMPLIANT
WRK-PUD-00666,Puducherry,Puducherry,Puducherry,Lok Sabha,Anita Kumaraswamy,Construction of Additional Classrooms Ward 4,Education Infrastructure,Public Works Division,VEN-PUD-003,Namma Electricals,2024-03-09,2024-04-01,2920537,3034594,2148994,75,224,Stalled,11.66985,79.443988,4e586182c4040eee,11.671571,79.445635,Education Infrastructure,2,COMPLIANT
WRK-RAJ-00465,Rajasthan,Jodhpur,Jodhpur,Lok Sabha,Girish Bhatt,Nala Deepening and Widening New Township Sector 3,Drainage,District Rural Development Agency,VEN-RAJ-004,Namma Builders & Co,2024-11-24,2024-12-05,2617815,2361387,2531421,100,0,Completed,26.768206,73.837146,0b1b3559b74ac266,26.768318,73.836674,Drainage,2,COMPLIANT
WRK-GOA-00127,Goa,North Goa,North Goa,Lok Sabha,Girish Mishra,Installation of Solar Street Lighting Ward 9,Electrification,Panchayati Raj Engineering Dept,VEN-GOA-005,Sindhudurg Construction Pvt Ltd,2024-05-07,2024-06-02,891151,834132,795411,90,84,In Progress,15.504244,74.506793,4ee2f2fd90b229bd,15.504096,74.507669,Electrification,2,COMPLIANT
WRK-CHH-00104,Chhattisgarh,Raipur,Raipur,Lok Sabha,Pooja Nair,Construction of Health Wellness Centre New Township Sector 3,Health Infrastructure,Panchayati Raj Engineering Dept,VEN-CHH-006,Malwa Construction Pvt Ltd,2023-11-02,2023-11-30,2119831,2047291,1881865,15,0,In Progress,21.380431,81.697837,837b733cf52fb476,21.382258,81.697769,Health Infrastructure,2,EXPENDITURE_PROGRESS_MISMATCH
WRK-NAG-00401,Nagaland,Dimapur,Dimapur,Lok Sabha,Anil Tripathi,Repair of Village Approach Road Ward 9,Roads & Connectivity,District Rural Development Agency,VEN-NAG-004,Kashi Waterworks Solutions,2023-07-28,2023-08-19,1470312,1489552,1085478,75,281,Stalled,26.431272,94.343099,e732f06ecdcc0559,26.430901,94.345039,Roads & Connectivity,2,COMPLIANT
WRK-CHH-00101,Chhattisgarh,Raipur,Raipur,Rajya Sabha,Pooja Nair,Construction of Community Centre New Township Sector 3,Community Infrastructure,Panchayati Raj Engineering Dept,VEN-CHH-002,Malwa Builders & Co,2024-02-19,2024-03-20,601899,611070,0,0,908,Stalled,21.581068,82.09031,d0631d6987fee5fb,21.581627,82.089038,Roads & Connectivity,0,CATEGORY_DEVIATION
WRK-MAH-00318,Maharashtra,Pune,Pune,Lok Sabha,Sunil Joshi,Drinking Water Hand Pump Installation Ward 12,Drinking Water,Public Works Division,VEN-MAH-005,Malwa Infra Projects,2024-08-14,2024-09-03,3885392,3935517,3396765,90,75,In Progress,19.972472,75.800244,c5ac7693c70879d5,19.973769,75.801125,Drinking Water,2,COMPLIANT
WRK-GOA-00138,Goa,South Goa,South Goa,Lok Sabha,Girish Mishra,Children's Play Area Development Gram Sabha Zone 2,Parks & Recreation,Municipal Corporation Engineering Wing,VEN-GOA-001,Malwa Developers,2023-04-07,2023-05-04,2544238,2613760,2484374,100,0,Completed,15.119093,74.505983,845d1a69205926a0,15.117162,74.507236,Parks & Recreation,2,COMPLIANT
WRK-GOA-00129,Goa,North Goa,North Goa,Lok Sabha,Girish Mishra,Widening of Internal Road Gram Sabha Zone 2,Roads & Connectivity,Public Works Division,VEN-GOA-001,Malwa Developers,2023-12-07,2023-12-18,1950834,1987223,1625582,25,1001,In Progress,15.590284,73.769155,c08a619eb768d77a,15.5903,73.768312,Roads & Connectivity,0,EXPENDITURE_PROGRESS_MISMATCH
WRK-TRI-00550,Tripura,West Tripura,West Tripura,Lok Sabha,Rajesh Bhatt,Drinking Water Hand Pump Installation Panchayat East,Drinking Water,District Rural Development Agency,VEN-TRI-003,Kashi Infra Projects,2023-07-02,2023-08-01,552911,633341,496248,90,114,In Progress,23.672891,91.634129,577bc50bc872376b,23.673865,91.634346,Drinking Water,2,COMPLIANT
WRK-JHA-00225,Jharkhand,Ranchi,Ranchi,Lok Sabha,Manoj Sharma,Construction of Additional Classrooms Ward 12,Education Infrastructure,Panchayati Raj Engineering Dept,VEN-JHA-003,Konkan Nirman Udyog,2024-06-22,2024-07-21,1587211,1425371,1537421,100,0,Completed,23.484378,84.970966,ba67d1b4b004a127,23.483979,84.970792,Education Infrastructure,2,COMPLIANT
WRK-GUJ-00699,Gujarat,Ahmedabad,Ahmedabad,Lok Sabha,Deepak Joshi,Drainage Canal Package A,Drainage,District Rural Development Agency,VEN-GUJ-004,Namma Engineering Works,2024-12-14,2024-12-24,982310,943017,491155,50,20,In Progress,22.058418,71.154961,78081a32e3cbf5b7,0,0,Drainage,1,TENDER_SPLITTING
WRK-WES-00612,West Bengal,Kolkata,Kolkata,Lok Sabha,Anita Chauhan,Overhead Water Tank Construction New Township Sector 3,Drinking Water,Public Works Division,VEN-WES-003,Kashi Nirman Udyog,2023-09-17,2023-10-03,3316389,3328540,644166,20,862,Stalled,23.184463,88.107714,1e8bcbf983ad42d8,23.184955,88.108143,Drinking Water,2,COMPLIANT
WRK-MAD-00297,Madhya Pradesh,Indore,Indore,Lok Sabha,Anil Chauhan,Construction of Public Toilet Complex Ward 9,Sanitation,District Rural Development Agency,VEN-MAD-005,Shivalik Electricals,2025-01-17,2025-02-08,3050259,3059521,2178924,75,146,In Progress,22.749978,78.831176,16b56bf707921c9c,22.74803,78.83286,Sanitation,2,COMPLIANT
WRK-JHA-00227,Jharkhand,Ranchi,Ranchi,Lok Sabha,Manoj Sharma,Construction of Health Wellness Centre Ward 12,Health Infrastructure,Municipal Corporation Engineering Wing,VEN-JHA-004,Sri Balaji Engineering Works,2023-07-25,2023-08-17,1855751,2148378,1367802,75,281,Stalled,23.220088,85.574566,dd4e297c0744448d,23.220187,85.57554,Health Infrastructure,2,COMPLIANT
WRK-UTT-00604,Uttarakhand,Nainital,Nainital,Lok Sabha,Ashok Naik,Children's Play Area Development Panchayat West,Parks & Recreation,Panchayati Raj Engineering Dept,VEN-UTT-002,Sindhudurg Construction Pvt Ltd,2024-11-06,2024-11-29,1336290,1314313,512939,40,393,Stalled,30.182347,79.28214,d6f1b4ba5f03862a,30.183552,79.282451,Parks & Recreation,2,COMPLIANT
WRK-RAJ-00477,Rajasthan,Udaipur,Udaipur,Lok Sabha,Girish Bhatt,Construction of Storm Water Drainage Gram Sabha Zone 2,Drainage,District Rural Development Agency,VEN-RAJ-004,Namma Builders & Co,2025-01-16,2025-02-15,572467,517528,333734,60,231,Stalled,27.419885,74.037128,1898362548684a34,27.420606,74.036994,Drainage,2,COMPLIANT
WRK-KER-00288,Kerala,Kozhikode,Kozhikode,Lok Sabha,Girish Joshi,Vocational Training Centre Setup New Township Sector 3,Skill Development,Panchayati Raj Engineering Dept,VEN-KER-003,Kashi Waterworks Solutions,2025-03-18,2025-04-16,2142199,2363580,2051385,100,0,Completed,11.226273,75.888805,a5b9789e783cf358,11.228162,75.887933,Skill Development,2,COMPLIANT
WRK-MAH-00328,Maharashtra,Nagpur,Nagpur,Lok Sabha,Sunil Joshi,Development of Public Ground Municipal Ward 18,Public Amenities,District Rural Development Agency,VEN-MAH-002,Deccan Civil Contractors,2024-12-20,2025-01-17,2396120,2382039,467063,20,484,Stalled,19.495426,75.801425,42cd3c5d4b0fd72d,19.49626,75.803342,Public Amenities,2,COMPLIANT
WRK-HIM-00198,Himachal Pradesh,Shimla,Shimla,Lok Sabha,Sanjeev Patel,Nala Deepening and Widening Panchayat East,Drainage,Public Works Division,VEN-HIM-003,Deccan Civil Contractors,2023-11-30,2023-12-13,491858,508186,0,0,1006,Stalled,30.827672,77.062063,f2ae5a0ff4010718,30.827382,77.061241,Drainage,0,COMPLIANT
WRK-BIH-00082,Bihar,Gaya,Gaya,Lok Sabha,Rekha Singh,Establishment of IT Skill Development Centre Municipal Ward 18,Skill Development,Panchayati Raj Engineering Dept,VEN-BIH-003,Konkan Electricals,2024-04-16,2024-05-05,1872257,1924942,1105318,60,345,Stalled,24.737992,85.417809,c11f6000c2ca4a12,24.737331,85.417128,Skill Development,2,COMPLIANT
WRK-BIH-00072,Bihar,Patna,Patna,Lok Sabha,Rekha Singh,Construction of Public Toilet Complex Colony Block A,Sanitation,District Rural Development Agency,VEN-BIH-005,Purvanchal Waterworks Solutions,2025-02-02,2025-02-20,381032,421438,284652,75,143,In Progress,24.976919,85.058224,32b658646c99d5c4,24.975492,85.058853,Sanitation,2,COMPLIANT
WRK-GUJ-00154,Gujarat,Surat,Surat,Lok Sabha,Lakshmi Tripathi,Construction of Public Toilet Complex Municipal Ward 18,Sanitation,Public Works Division,VEN-GUJ-005,Malwa Builders & Co,2023-09-11,2023-10-01,2589679,2648176,498043,80,864,Stalled,22.182738,70.939961,e442baa7c884ff36,22.1833,70.93969,Sanitation,2,RECYCLED_PROGRESSION_PHOTO
WRK-RAJ-00467,Rajasthan,Jodhpur,Jodhpur,Lok Sabha,Girish Bhatt,Panchayat Bhawan Renovation Panchayat West,Community Infrastructure,Panchayati Raj Engineering Dept,VEN-RAJ-004,Namma Builders & Co,2023-08-02,2023-08-13,1059796,1149595,929636,90,113,In Progress,27.225712,74.125939,04294a36e34d0659,27.224172,74.124182,Community Infrastructure,2,COMPLIANT
WRK-MAD-00289,Madhya Pradesh,Bhopal,Bhopal,Lok Sabha,Anil Chauhan,Installation of Solar Street Lighting Ward 9,Electrification,Municipal Corporation Engineering Wing,VEN-MAD-001,Om Sai Construction Pvt Ltd,2023-12-29,2024-01-20,607175,599409,30358,8,406,Stalled,23.246631,78.910701,e85a60b7976bab04,23.247944,78.909189,Electrification,2,CAPITAL_DORMANCY
WRK-KAR-00254,Karnataka,Mysuru,Mysuru,Lok Sabha,Neha Naik,Community Sanitation Block New Township Sector 3,Sanitation,Public Works Division,VEN-KAR-002,Deccan Infra Projects,2024-07-19,2024-08-14,2141007,2440823,1252628,60,305,Stalled,15.447443,75.992285,9c3d55e638e03568,15.448669,75.992741,Sanitation,2,COMPLIANT
WRK-SIK-00488,Sikkim,West Sikkim,West Sikkim,Lok Sabha,Kamlesh Naik,Repair of Village Approach Road Ward 12,Roads & Connectivity,Public Works Division,VEN-SIK-001,Shivalik Construction Pvt Ltd,2023-04-22,2023-05-06,1977096,1889317,1911692,100,0,Completed,27.30119,88.477163,dd29ae1f4d0ad0fa,27.300669,88.476652,Roads & Connectivity,2,COMPLIANT
WRK-BIH-00091,Bihar,Muzaffarpur,Muzaffarpur,Lok Sabha,Rekha Singh,Upgradation of Public Park Municipal Ward 18,Parks & Recreation,Zilla Parishad Works Department,VEN-BIH-006,Purvanchal Builders & Co,2024-09-09,2024-10-07,1400962,1314762,1020735,100,177,In Progress,25.187948,85.105551,f09ecdeb00361eb9,25.187614,85.106208,Parks & Recreation,2,RECYCLED_PROGRESSION_PHOTO
WRK-CHH-00105,Chhattisgarh,Raipur,Raipur,Lok Sabha,Pooja Nair,Installation of RO Drinking Water Unit Ward 4,Drinking Water,Zilla Parishad Works Department,VEN-CHH-004,Namma Civil Contractors,2024-05-30,2024-06-24,2048403,2248011,1977997,100,0,Completed,21.45339,82.05346,925b188ffe7d11c8,21.454833,82.055361,Drinking Water,2,COMPLIANT
WRK-TEL-00518,Telangana,Hyderabad,Hyderabad,Lok Sabha,Geeta Nair,Establishment of IT Skill Development Centre Panchayat East,Skill Development,Panchayati Raj Engineering Dept,VEN-TEL-004,Sindhudurg Nirman Udyog,2023-05-10,2023-05-23,2162215,1914077,2075102,100,0,Completed,18.061438,78.823507,ef7d64ea6170db5f,18.06309,78.824396,Skill Development,2,COMPLIANT
WRK-UTT-00567,Uttar Pradesh,Lucknow,Lucknow,Rajya Sabha,Manoj Tripathi,Nala Deepening and Widening Panchayat East,Drainage,Zilla Parishad Works Department,VEN-UTT-002,Vindhya Construction Pvt Ltd,2024-01-29,2024-02-16,2316973,2615888,1985767,90,95,In Progress,26.637273,80.577473,0005b74c678a3dbc,26.635866,80.579007,Drainage,2,COMPLIANT
WRK-HAR-00189,Haryana,Panipat,Panipat,Rajya Sabha,Vikram Reddy,Construction of Community Centre Panchayat East,Community Infrastructure,District Rural Development Agency,VEN-HAR-001,Om Sai Infrastructure Solutions,2024-02-21,2024-03-21,1046554,1218637,854545,10,227,In Progress,29.452025,76.109146,1fc3ea4317b0e2ce,29.453092,76.111144,Community Infrastructure,2,EXPENDITURE_PROGRESS_MISMATCH
WRK-MAD-00299,Madhya Pradesh,Indore,Indore,Lok Sabha,Anil Chauhan,Community Sanitation Block Municipal Ward 18,Sanitation,Panchayati Raj Engineering Dept,VEN-MAD-002,Sri Balaji Electricals,2023-10-15,2023-11-10,2824869,3055139,2762499,100,0,Completed,23.019913,78.853787,3c96cba351b9a34f,23.020978,78.854093,Sanitation,2,COMPLIANT
WRK-DEL-00633,Delhi,New Delhi,New Delhi,Lok Sabha,Kavita Tripathi,Construction of Health Wellness Centre Ward 12,Health Infrastructure,Panchayati Raj Engineering Dept,VEN-DEL-002,Ganga Infrastructure Solutions,2024-02-05,2024-03-01,1311944,1509049,935527,75,232,Stalled,28.336862,76.928914,b8ae8161d755c3a0,28.337234,76.927127,Health Infrastructure,2,COMPLIANT
WRK-KER-00282,Kerala,Ernakulam,Ernakulam,Lok Sabha,Girish Joshi,Widening of Internal Road Ward 12,Roads & Connectivity,Panchayati Raj Engineering Dept,VEN-KER-002,Sindhudurg Infra Projects,2025-02-06,2025-02-24,3625956,3420039,3482834,100,0,Completed,10.768136,75.947543,36102feae571b8f2,10.769883,75.947436,Roads & Connectivity,2,COMPLIANT
WRK-AND-00678,Andaman and Nicobar Islands,South Andaman,South Andaman,Lok Sabha,Girish Iyer,Establishment of IT Skill Development Centre Municipal Ward 18,Skill Development,District Rural Development Agency,VEN-AND-003,Malwa Builders & Co,2023-05-10,2023-06-02,814826,721270,0,0,1200,Stalled,12.013245,92.787504,8ce410e435038ac2,12.014755,92.785647,Skill Development,0,COMPLIANT
WRK-TEL-00529,Telangana,Warangal,Warangal,Rajya Sabha,Geeta Nair,Construction of Health Wellness Centre Municipal Ward 18,Health Infrastructure,District Rural Development Agency,VEN-TEL-002,Nilgiri Waterworks Solutions,2024-06-30,2024-07-13,2435675,2322361,2109175,90,80,In Progress,17.848746,79.374668,72215f73c07693b5,17.849546,79.37309,Health Infrastructure,2,COMPLIANT
WRK-JAM-00655,Jammu and Kashmir,Srinagar,Srinagar,Lok Sabha,Manoj Iyer,Construction of CC Road at Sector 7,Roads & Connectivity,Municipal Corporation Engineering Wing,VEN-JAM-001,Ganga Electricals,2024-11-23,2024-12-03,1219965,1252635,0,0,650,Stalled,34.170951,76.188119,8d3e5198e977e18a,34.17183,76.189369,Roads & Connectivity,0,COMPLIANT
WRK-GUJ-00147,Gujarat,Ahmedabad,Ahmedabad,Lok Sabha,Lakshmi Tripathi,Drinking Water Hand Pump Installation Ward 12,Drinking Water,Public Works Division,VEN-GUJ-001,Konkan Developers,2024-05-10,2024-05-30,3968082,3829982,2314211,60,335,Stalled,22.203193,71.451228,c9890f338d5f4984,22.203797,71.451606,Drinking Water,2,COMPLIANT
WRK-ARU-00029,Arunachal Pradesh,Papum Pare,Papum Pare,Lok Sabha,Anil Mishra,Vocational Training Centre Setup Municipal Ward 18,Skill Development,Zilla Parishad Works Department,VEN-ARU-004,Shivalik Waterworks Solutions,2024-12-18,2025-01-13,2297134,2089880,0,0,609,Stalled,27.945326,95.016996,de9fcd54a92aa2c3,27.945126,95.018003,Skill Development,0,COMPLIANT
