milestone_id,work_id,stage,captured_at,photo_phash,photo_exif_lat,photo_exif_lon,declared_category
MS000289,WRK00141,during,2021-05-27,febf4c56d826c496,15.635573,77.178077,Boundary Wall
MS000290,WRK00142,before,2021-07-17,5f804eeb143a9aff,17.958496,80.949979,School Building
MS000291,WRK00142,during,2021-08-31,c24f3f4c846af2e6,17.957814,80.95032,School Building
MS000292,WRK00142,after,2021-11-14,47269e7f0c05e009,17.959071,80.950035,School Building
MS000293,WRK00143,before,2021-03-06,6f14b3f6d867888b,25.128753,88.68118,Road Construction
MS000294,WRK00143,during,2021-04-15,e14e21f714f16d92,25.129567,88.680911,Road Construction
MS000295,WRK00144,before,2023-09-01,2dea2d2d086c405f,29.664552,77.414734,Road Construction
MS000296,WRK00144,during,2023-10-16,f530c98d6c7f7bef,29.663599,77.413529,Road Construction
MS000297,WRK00144,after,2023-12-30,544810de2a1b76e3,29.663939,77.414151,Road Construction
MS000298,WRK00145,before,2022-09-05,1413d64db962c8a7,30.494511,76.142275,Drainage Works
MS000299,WRK00145,during,2022-10-01,97b018b0062667fc,30.495617,76.143115,Drainage Works
MS000300,WRK00146,before,2022-11-29,45f8c28da255e1bb,29.875469,72.990568,Water Supply
MS000301,WRK00147,before,2023-02-18,277b06674499d0a6,13.567618,75.134347,Drainage Works
MS000302,WRK00148,before,2021-01-11,1a7167c768759545,24.83129,92.527746,Community Hall
MS000303,WRK00148,during,2021-02-03,f18c55813c9b3b84,24.830214,92.527873,Community Hall
MS000304,WRK00149,before,2023-04-28,2b69c95e85671b58,30.65699,79.557702,Drainage Works
MS000305,WRK00150,before,2021-12-09,7eece88da002352a,28.635123,72.677285,Anganwadi Centre
MS000306,WRK00150,during,2022-01-23,0f892df6f97a822c,28.635799,72.677698,Anganwadi Centre
MS000307,WRK00150,after,2022-04-08,d9025a2ce3dc8702,28.635478,72.678362,Anganwadi Centre
MS000308,WRK00151,before,2022-11-12,52171c884ce953a7,26.148812,89.323892,Road Construction
MS000309,WRK00151,during,2022-12-05,9c595e034d2d3557,26.148391,89.32329,Road Construction
MS000310,WRK00152,before,2022-08-20,ee9bf3e11d27c09a,21.215237,70.506438,Drainage Works
MS000311,WRK00152,during,2022-09-12,66d4b39461a71114,21.214571,70.507142,Drainage Works
MS000312,WRK00153,before,2023-08-04,23a13e207fd255ee,20.088538,73.174169,Road Construction
MS000313,WRK00153,during,2023-09-18,9fbeffb3a8e3ac9b,20.088219,73.173839,Road Construction
MS000314,WRK00153,after,2023-12-02,6d98567ecb8fe981,20.089468,73.174199,Road Construction
MS000315,WRK00154,before,2023-09-09,cff2b1c4e53f9644,25.442958,88.029225,Drainage Works
MS000316,WRK00154,during,2023-10-20,743e5fef06a61b3d,25.442766,88.029085,Drainage Works
MS000317,WRK00155,before,2021-04-01,bf31c29f82bbad84,26.098717,69.592039,Community Hall
MS000318,WRK00156,before,2023-10-22,592c11072444d301,23.871194,89.74362,Community Hall
MS000319,WRK00156,during,2023-11-15,92be07c4e784cabe,23.870522,89.743098,Community Hall
MS000320,WRK00157,before,2023-06-17,ad5900dd1bff3142,19.121648,77.729734,Community Hall
MS000321,WRK00157,during,2023-07-29,2f98ad3371d2e63f,19.121393,77.729844,Community Hall
MS000322,WRK00158,before,2022-11-09,bcc57be00779250a,25.089099,86.56432,School Building
MS000323,WRK00158,during,2022-12-02,f5b19be4835c3541,25.089852,86.56396,School Building
MS000324,WRK00159,before,2022-02-26,5da49cb92fdc9992,28.945436,91.869194,Road Construction
MS000325,WRK00160,before,2023-03-15,15b24e1d97154633,31.673073,76.286543,Health Centre
MS000326,WRK00160,during,2023-04-29,57c850b09a73cd2f,31.673282,76.287388,Health Centre
MS000327,WRK00160,after,2023-07-13,9620ed148486b704,31.673809,76.285994,Health Centre
MS000328,WRK00161,before,2021-10-17,7d592e192ab7b2ef,24.337437,75.092943,School Building
MS000329,WRK00161,during,2021-11-21,0dfabe46dbd3e865,24.337315,75.091934,School Building
MS000330,WRK00162,before,2023-09-20,6a66c1847de1bf5d,26.096632,86.566003,Community Hall
MS000331,WRK00162,during,2023-11-04,1182e8e7c9070c97,26.096835,86.565618,Community Hall
MS000332,WRK00162,after,2024-01-18,b11c7dffb1dd348c,26.097756,86.565509,Community Hall
MS000333,WRK00163,before,2022-03-28,c4134dc2c5c5ae8a,25.776114,83.033751,Road Construction
MS000334,WRK00163,during,2022-05-12,55edd864f68b6ba0,25.776524,83.033496,Road Construction
MS000335,WRK00163,after,2022-07-26,1ad74fd4298b2e78,25.776291,83.034088,Road Construction
MS000336,WRK00164,before,2023-01-22,6cd6f011fd61f13b,23.298938,75.826587,Sports Facility
MS000337,WRK00165,before,2022-12-15,a1fd41879c3a1e0b,22.696505,88.824514,Road Construction
MS000338,WRK00165,during,2023-01-04,9fb938e0776ef3e6,22.695894,88.824183,Road Construction
MS000339,WRK00166,before,2023-12-27,1860ad28d0afb235,25.802568,81.452592,Road Construction
MS000340,WRK00166,during,2024-02-06,2f2aa5e8667ae277,25.802595,81.452003,Road Construction
MS000341,WRK00167,before,2021-09-29,93d228d424655c39,9.436092,79.742727,Bridge Construction
MS000342,WRK00167,during,2021-11-13,1d7d0bb38e0044e2,9.436282,79.742847,Bridge Construction
MS000343,WRK00167,after,2022-01-27,95ef8b1ba19f2485,9.437389,79.74273,Bridge Construction
MS000344,WRK00168,before,2022-07-24,755cee2af8ded777,25.348009,83.311886,Road Construction
MS000345,WRK00169,before,2023-05-30,aebbb90ee4e751de,27.45705,78.09314,Drainage Works
MS000346,WRK00169,during,2023-07-07,2c9de90ab805ae3c,27.457288,78.092604,Drainage Works
MS000347,WRK00170,before,2021-11-20,eec71a30dfda35b2,27.209666,87.710215,Bridge Construction
MS000348,WRK00170,during,2021-12-21,e9204a24430493f0,27.20953,87.711275,Bridge Construction
MS000349,WRK00171,before,2021-12-05,7a10013f36a2c52b,9.364203,78.953457,Community Hall
MS000350,WRK00171,during,2022-01-02,56a049431c687714,9.365004,78.952754,Community Hall
MS000351,WRK00172,before,2021-09-04,e1887eaf5e1885c3,24.585672,87.329582,Road Construction
MS000352,WRK00172,during,2021-10-09,f0effa1e2bde3c78,24.585898,87.330257,Road Construction
MS000353,WRK00173,before,2021-01-18,714011a1afc2ccfc,25.080605,86.421234,Road Construction
MS000354,WRK00173,during,2021-03-18,1e55941910bc94d3,25.079545,86.421307,Road Construction
MS000355,WRK00174,before,2022-12-21,48f091f09b8b38ae,21.979775,88.068737,Cremation Ground
MS000356,WRK00174,during,2023-01-22,516546ca5fcf3219,21.980361,88.069665,Cremation Ground
MS000357,WRK00175,before,2022-01-22,a3595d1f7fe4a42e,29.87424,73.855448,Boundary Wall
MS000358,WRK00175,during,2022-02-26,3068ffdd965afd0f,29.874144,73.854671,Boundary Wall
MS000359,WRK00176,before,2023-05-12,431e930f0387f74d,18.411316,74.335085,Bridge Construction
MS000360,WRK00176,during,2023-06-10,47b2e24dcbad3916,18.4121,74.336294,Bridge Construction
MS000361,WRK00177,before,2023-05-18,6406face53a5e850,24.408739,95.501368,Boundary Wall
MS000362,WRK00177,during,2023-07-14,c8dfd1f114d72283,24.408142,95.502085,Boundary Wall
MS000363,WRK00178,before,2022-05-04,bddfa03aaa8430f8,24.653288,81.75347,Drainage Works
MS000364,WRK00178,during,2022-06-18,e1e669e5c055b921,24.654122,81.75347,Drainage Works
MS000365,WRK00178,after,2022-09-01,84d621487fa372cd,24.653862,81.753174,Drainage Works
MS000366,WRK00179,before,2022-12-12,ce9e9ebd55c34853,25.773762,89.381159,School Building
MS000367,WRK00179,during,2023-01-24,7eaab0a1f4ac27ef,25.773687,89.381316,School Building
MS000368,WRK00180,before,2023-01-08,82425912bda3c162,31.820592,76.572374,Anganwadi Centre
MS000369,WRK00180,during,2023-03-09,350b0860095ee97c,31.819584,76.57173,Anganwadi Centre
MS000370,WRK00181,before,2021-11-04,6a8fcacb3f8e2d0d,25.570441,88.488218,Anganwadi Centre
MS000371,WRK00182,before,2021-04-18,d847dc53c605e58a,24.198257,80.147642,Community Hall
MS000372,WRK00182,during,2021-06-02,283edeec92455468,24.199162,80.146831,Community Hall
MS000373,WRK00182,after,2021-08-16,15b2c2b48cf0f97b,24.19801,80.146374,Community Hall
MS000374,WRK00183,before,2022-09-15,8beb4e78e68373a3,18.264175,79.012282,School Building
MS000375,WRK00183,during,2022-11-02,771ad3fe0a8857a5,18.264166,79.012442,School Building
MS000376,WRK00184,before,2021-01-20,fbad793f87a1ec02,29.062047,95.790458,Water Supply
MS000377,WRK00184,during,2021-03-06,cdf401375e15433b,29.062113,95.790196,Water Supply
MS000378,WRK00184,after,2021-05-20,2df805020653ee85,29.062033,95.790184,Water Supply
MS000379,WRK00185,before,2022-04-20,64f434d6d1e91691,21.983741,86.191219,Road Construction
MS000380,WRK00185,during,2022-05-14,8073aa66d7b4db17,21.983962,86.192089,Road Construction
MS000381,WRK00186,before,2022-10-08,27c8fc6c1be5a4c3,22.832197,89.667948,Health Centre
MS000382,WRK00186,during,2022-11-14,5c387c2a1243e838,22.83092,89.668107,Health Centre
MS000383,WRK00187,before,2022-03-02,d5ff2a1f370b9a29,27.057337,95.547321,Sports Facility
MS000384,WRK00187,during,2022-04-03,d0c8da67bec62bbe,27.057471,95.548282,Sports Facility
MS000385,WRK00188,before,2022-09-05,8cd4b90abf8211bc,22.490601,89.703758,Drainage Works
MS000386,WRK00189,before,2022-04-01,424211e2960be0f4,25.411306,89.644622,Road Construction
MS000387,WRK00189,during,2022-05-16,bd64e8d6b757ec69,25.411888,89.643677,Road Construction
MS000388,WRK00189,after,2022-07-30,4caa568bc523b4e9,25.411512,89.643813,Road Construction
MS000389,WRK00190,before,2022-11-11,61fa8e7a078c26ce,24.992644,81.462227,Bridge Construction
MS000390,WRK00190,during,2022-12-26,9477d9d7d26580c0,24.992301,81.460746,Bridge Construction
MS000391,WRK00190,after,2023-03-11,833cd4f2a7728290,24.992633,81.462236,Bridge Construction
MS000392,WRK00191,before,2021-11-01,620d4a1f479f6628,17.824366,77.171053,Water Supply
MS000393,WRK00191,during,2021-12-16,7974c90b35ba5e93,17.824375,77.170847,Water Supply
MS000394,WRK00192,before,2023-02-23,2e0869c1453b45fe,17.21091,79.80233,Sports Facility
MS000395,WRK00192,during,2023-04-19,5735773c761e6287,17.21096,79.801714,Sports Facility
MS000396,WRK00193,before,2022-04-22,d8b48ead93608edf,9.538797,79.628792,Anganwadi Centre
MS000397,WRK00193,during,2022-06-06,6aed979fb2ac4768,9.538829,79.628325,Anganwadi Centre
MS000398,WRK00193,after,2022-08-20,07b4e6848ef65ee8,9.539066,79.628511,Anganwadi Centre
MS000399,WRK00194,before,2023-01-05,fcedf994d631c383,20.716283,77.278615,Water Supply
MS000400,WRK00194,during,2023-02-19,7ff2e80a027a76dc,20.717263,77.278448,Water Supply
MS000401,WRK00194,after,2023-05-05,39b9c13a56fe972b,20.716701,77.278219,Water Supply
MS000402,WRK00195,before,2021-04-26,2d6e0291b7893986,25.388863,74.904689,Anganwadi Centre
MS000403,WRK00195,during,2021-06-10,5379f2794cb50625,25.38861,74.904494,Anganwadi Centre
MS000404,WRK00196,before,2021-10-18,5628ddcd19dd3e8c,10.069733,76.504106,Bridge Construction
MS000405,WRK00196,during,2021-12-02,f3e00dc5fa2c9e79,10.071115,76.504733,Bridge Construction
MS000406,WRK00196,after,2022-02-15,9a5e63f5cc94d15c,10.071,76.504741,Bridge Construction
MS000407,WRK00197,before,2023-01-01,92a54d04f2dde1f5,28.597335,92.250871,Health Centre
MS000408,WRK00197,during,2023-02-15,104f3fc56400bb0e,28.596695,92.250845,Health Centre
MS000409,WRK00198,before,2022-03-29,e2a45909a2dd22d5,8.51991,77.657274,Library Building
MS000410,WRK00198,during,2022-04-24,e50dede5a395b867,8.519875,77.656125,Library Building
MS000411,WRK00199,before,2022-05-27,6b6e64c5bb8aa843,20.59721,68.107704,Road Construction
MS000412,WRK00199,during,2022-07-11,b063e9a0d393daad,20.597108,68.107472,Road Construction
MS000413,WRK00199,after,2022-09-24,11ca2a0b32f194d8,20.59755,68.108024,Road Construction
MS000414,WRK00200,before,2023-09-09,f3a0212042d943ee,27.216436,89.910163,Sports Facility
MS000415,WRK00201,before,2021-07-10,19ec08290db5d441,27.774907,90.738763,Road Construction
MS000416,WRK00201,during,2021-09-01,02d3fb7e84be7e1c,27.775053,90.740066,Road Construction
MS000417,WRK00202,before,2021-07-16,18d42238331de35c,17.818158,81.935272,Health Centre
MS000418,WRK00202,during,2021-08-31,8954fc3d210f2a8a,17.818198,81.9349,Health Centre
MS000419,WRK00203,before,2023-03-26,721e54192fc3e649,26.41958,79.920343,Bridge Construction
MS000420,WRK00203,during,2023-05-09,ded5c01721433dfc,26.418503,79.919647,Bridge Construction
MS000421,WRK00204,before,2021-07-18,891778e8f7336094,24.655041,89.247387,Cremation Ground
MS000422,WRK00204,during,2021-09-06,9665df7c4f70b88b,24.655104,89.247611,Cremation Ground
MS000423,WRK00205,before,2021-03-13,31567f2acef74829,24.059203,89.690377,Health Centre
MS000424,WRK00205,during,2021-05-01,721b770724877651,24.058899,89.690993,Health Centre
MS000425,WRK00206,before,2022-06-13,eacb1f6d7549c9f9,27.752771,93.42419,Bridge Construction
MS000426,WRK00207,before,2021-10-31,693016eae0bda1ee,31.839179,76.235744,Bridge Construction
MS000427,WRK00207,during,2021-12-26,0a0175e5937d6fb1,31.838975,76.235452,Bridge Construction
MS000428,WRK00208,before,2023-04-06,ebbbd76379a7e63b,31.072966,80.017373,Road Construction
MS000429,WRK00208,during,2023-05-25,4c25998ecad73d36,31.073029,80.017341,Road Construction
MS000430,WRK00209,before,2021-07-21,9adfe9816ab19e15,26.190899,76.767109,Water Supply
MS000431,WRK00209,during,2021-09-04,e66414db2df8d4a8,26.190565,76.767136,Water Supply
MS000432,WRK00209,after,2021-11-18,e92c5b92627967a3,26.190625,76.767563,Water Supply
MS000433,WRK00210,before,2021-04-26,d9ee7dc9c7cfeca8,26.789708,95.686779,Boundary Wall
MS000434,WRK00211,before,2023-07-24,3defa7ba07d2fd4d,26.916764,80.117382,Road Construction
MS000435,WRK00212,before,2021-12-01,39a0f145a5bab050,30.448628,78.603207,Sports Facility
MS000436,WRK00212,during,2021-12-31,aaaa077f4ab946a2,30.449551,78.603323,Sports Facility
MS000437,WRK00213,before,2021-09-28,b599277ff78ee9e8,16.717777,79.997958,Road Construction
MS000438,WRK00213,during,2021-11-12,694986717e5533ba,16.718165,79.998461,Road Construction
MS000439,WRK00213,after,2022-01-26,5e653990fecd0ded,16.716848,79.99779,Road Construction
MS000440,WRK00214,before,2022-09-11,98017a2fa5b83693,15.080467,77.046336,Water Supply
MS000441,WRK00214,during,2022-10-21,818d72af3516567d,15.079942,77.04613,Water Supply
MS000442,WRK00215,before,2022-10-28,3d846fc9c3f62136,32.977321,76.716191,Health Centre
MS000443,WRK00215,during,2022-12-12,61936947763f56ac,32.976896,76.715718,Health Centre
MS000444,WRK00215,after,2023-02-25,658c72ee31c46ef9,32.976457,76.715463,Health Centre
MS000445,WRK00216,before,2021-02-22,92715f6efea82e3a,29.792169,80.178974,Health Centre
MS000446,WRK00216,during,2021-03-22,761b7e117c192e61,29.791796,80.178642,Health Centre
MS000447,WRK00217,before,2023-01-05,423701f1bdacdc5e,24.682321,87.004416,Anganwadi Centre
MS000448,WRK00217,during,2023-02-09,d2077bc478858b6d,24.681697,87.003979,Anganwadi Centre
MS000449,WRK00218,before,2022-04-03,ddcbf4bc0dbdc5da,18.762569,76.449375,Road Construction
MS000450,WRK00219,before,2023-02-21,fcb896bb68c0cbef,29.452095,78.143356,School Building
MS000451,WRK00219,during,2023-04-07,640eb68ebdcf6fd4,29.452082,78.144259,School Building
MS000452,WRK00219,after,2023-06-21,ad68fb4502deb2e6,29.452233,78.143878,School Building
MS000453,WRK00220,before,2023-09-26,288f3435c3b534db,21.52646,86.920745,School Building
MS000454,WRK00220,during,2023-10-27,8844bc0caccfb130,21.526459,86.921768,School Building
MS000455,WRK00221,before,2023-04-07,d54e7948c1c0c5e3,22.637145,87.330201,Drainage Works
MS000456,WRK00222,before,2021-07-30,98abb2e785319f0f,21.760438,89.688403,Community Hall
MS000457,WRK00222,during,2021-08-25,9923fc7a0d6b160f,21.759883,89.689122,Community Hall
MS000458,WRK00223,before,2022-01-21,2b429596812faa38,25.645246,86.338628,Anganwadi Centre
MS000459,WRK00224,before,2021-04-10,8c1ab2c71fa3ed1f,8.360289,76.685937,Water Supply
MS000460,WRK00225,before,2023-12-02,c8e609391d2fed2a,16.165841,78.565054,Drainage Works
MS000461,WRK00225,during,2023-12-27,564d46aa03ba33a0,16.166998,78.566029,Drainage Works
MS000462,WRK00226,before,2023-04-20,00b3700f3c088990,13.015298,79.091133,School Building
MS000463,WRK00226,during,2023-06-04,cc0338d318bafcc9,13.016408,79.090698,School Building
MS000464,WRK00226,after,2023-08-18,2ac39be9b958d153,13.015271,79.090474,School Building
MS000465,WRK00227,before,2023-11-14,0cd20e4376dae194,30.193226,76.865075,Bridge Construction
MS000466,WRK00227,during,2023-12-24,3505c5639fea97cc,30.194105,76.86469,Bridge Construction
MS000467,WRK00228,before,2021-08-26,9f2ebefcf480b91e,27.776052,71.000073,Health Centre
MS000468,WRK00229,before,2023-07-24,cc0243c6e2d903c8,23.272985,71.160492,Bridge Construction
MS000469,WRK00230,before,2023-09-16,7cf59d5feb9f33cb,10.036293,76.32076,Bridge Construction
MS000470,WRK00230,during,2023-10-06,3677f5b463a1bcaa,10.036375,76.320395,Bridge Construction
MS000471,WRK00231,before,2023-12-11,a9660a5a6ecf1ed2,26.09917,81.075374,Health Centre
MS000472,WRK00231,during,2024-01-17,e2ad828b113c9f25,26.098549,81.075266,Health Centre
MS000473,WRK00232,before,2021-04-22,3dab161452150ed8,27.422296,95.178112,Sports Facility
MS000474,WRK00232,during,2021-06-19,8943314fb668705d,27.422716,95.178002,Sports Facility
MS000475,WRK00233,before,2022-04-27,048c8480a7437402,24.047816,86.28742,Drainage Works
MS000476,WRK00233,during,2022-06-22,5308e1f29990e4a9,24.04898,86.287007,Drainage Works
MS000477,WRK00234,before,2022-09-16,c47566bf8f660bbd,21.761252,86.3814,Road Construction
MS000478,WRK00234,during,2022-10-14,b00832dae24ba9d4,21.761231,86.381735,Road Construction
MS000479,WRK00235,before,2022-03-31,d26404b923f47a55,16.41405,74.209856,Bridge Construction
MS000480,WRK00235,during,2022-05-20,95c4fab0e97f995d,16.414599,74.210596,Bridge Construction
MS000481,WRK00236,before,2023-03-16,e44a0371c5ab4e57,12.188611,76.395603,School Building
MS000482,WRK00236,during,2023-04-19,3b8c0f8403671560,12.187918,76.395683,School Building
MS000483,WRK00237,before,2021-04-10,20dda0ffd0b3d752,26.687494,88.636029,Road Construction
MS000484,WRK00238,before,2022-05-24,b3952193d7d3b9d9,20.71388,70.741755,Drainage Works
MS000485,WRK00238,during,2022-07-10,2336d60b0f571d6b,20.71333,70.741258,Drainage Works
MS000486,WRK00239,before,2022-08-19,c2c226ff1d8b32d9,22.399788,84.473971,School Building
MS000487,WRK00239,during,2022-09-17,ec648a9b3cf1c29e,22.400291,84.47451,School Building
MS000488,WRK00240,before,2023-12-07,4024c424aef2ab2f,28.543656,92.680041,Drainage Works
MS000489,WRK00240,during,2024-01-21,47334b73225f52ab,28.543475,92.679894,Drainage Works
MS000490,WRK00240,after,2024-04-05,8557ec6c0a23b722,28.544156,92.679285,Drainage Works
MS000491,WRK00241,before,2023-07-16,0c06df90aa1c4023,25.800344,73.995683,Sports Facility
MS000492,WRK00241,during,2023-08-23,54ce20eabb9d92c0,25.799758,73.995646,Sports Facility
MS000493,WRK00242,before,2022-05-30,bd0b0fa28beef83f,23.016011,72.641349,Road Construction
MS000494,WRK00242,during,2022-06-22,cd2bf2063f931507,23.015696,72.641434,Road Construction
MS000495,WRK00243,before,2021-06-02,d89462e895801c3a,26.085411,74.397878,School Building
MS000496,WRK00244,before,2021-04-15,f4fd25b7384f6e3b,24.635657,86.09872,Bridge Construction
MS000497,WRK00245,before,2021-07-08,79903d9687cec69d,17.391461,75.595179,Sports Facility
MS000498,WRK00245,during,2021-08-22,f42323d911ea8815,17.391729,75.594824,Sports Facility
MS000499,WRK00245,after,2021-11-05,f032c262243b7101,17.391746,75.594007,Sports Facility
MS000500,WRK00246,before,2022-05-15,06531d4748677b30,20.703003,75.803224,Community Hall
MS000501,WRK00246,during,2022-07-11,3c7ed2083451cf94,20.702944,75.802657,Community Hall
MS000502,WRK00247,before,2022-01-30,a127dc6bab9b153d,18.970335,79.653084,Anganwadi Centre
MS000503,WRK00247,during,2022-03-20,6c8c5d0e3eb366fd,18.970141,79.652365,Anganwadi Centre
MS000504,WRK00248,before,2023-06-11,54eb4c91b784ae08,23.518959,75.537102,Sports Facility
MS000505,WRK00249,before,2022-04-12,a43447fb01829782,9.808154,77.836437,Road Construction
MS000506,WRK00249,during,2022-06-11,147bed207b2e00e6,9.809231,77.835703,Road Construction
MS000507,WRK00250,before,2023-10-27,d2769c9665262474,31.319522,74.672655,Road Construction
MS000508,WRK00250,during,2023-12-11,815ada5d6c35e33c,31.319855,74.672592,Road Construction
MS000509,WRK00250,after,2024-02-24,d1d18e0b27e7a6bd,31.32035,74.672674,Road Construction
MS000510,WRK00251,before,2022-08-28,dff0b9bf8db3c2c1,26.711139,89.059453,Drainage Works
MS000511,WRK00251,during,2022-10-12,c24489e1154ebf91,26.711347,89.059249,Drainage Works
MS000512,WRK00251,after,2022-12-26,271dd0f18985c98d,26.710839,89.059048,Drainage Works
MS000513,WRK00252,before,2021-06-24,2f1a25a829344e15,31.67764,74.456057,Sports Facility
MS000514,WRK00252,during,2021-08-08,6009a05a48817b98,31.677901,74.456353,Sports Facility
MS000515,WRK00252,after,2021-10-22,22fbe906554ed52c,31.678121,74.455871,Sports Facility
MS000516,WRK00253,before,2023-08-03,20d2b5285b6d6b7c,23.706344,75.885753,Cremation Ground
MS000517,WRK00253,during,2023-09-04,b9b03c1abaf9706d,23.706876,75.885035,Cremation Ground
MS000518,WRK00254,before,2023-07-12,013ca9982b2bf58c,30.227623,78.87651,School Building
MS000519,WRK00254,during,2023-08-27,625046c05f866c8e,30.226975,78.875962,School Building
MS000520,WRK00255,before,2022-11-11,47d6723cd77fbeeb,28.199232,92.537672,Community Hall
MS000521,WRK00255,during,2023-01-07,ebee30cffe12ace5,28.199308,92.537749,Community Hall
MS000522,WRK00256,before,2021-02-08,a766861778dbcde3,29.790534,81.292008,Road Construction
MS000523,WRK00256,during,2021-03-10,c571f9ab41589d90,29.791567,81.292482,Road Construction
MS000524,WRK00257,before,2023-11-12,c1d841d32a74b90c,32.044247,76.300503,Bridge Construction
MS000525,WRK00257,during,2024-01-03,b24ae6e35e411475,32.04331,76.30008,Bridge Construction
MS000526,WRK00258,before,2021-03-24,34ef2552ab286d09,30.195141,74.619086,Anganwadi Centre
MS000527,WRK00259,before,2022-10-26,5d8416e060e696ff,32.035225,77.639076,Road Construction
MS000528,WRK00259,during,2022-12-15,b4e10c33a1861de1,32.036148,77.63888,Road Construction
MS000529,WRK00260,before,2022-04-02,3ae0acdb2a6524af,19.437062,77.230281,Drainage Works
MS000530,WRK00260,during,2022-05-01,25b9de82ae5a5f99,19.437052,77.230505,Drainage Works
MS000531,WRK00261,before,2021-08-31,973e129c35f0b1be,25.606106,87.774762,School Building
MS000532,WRK00261,during,2021-10-15,1de20f2d03288b00,25.605846,87.774448,School Building
MS000533,WRK00261,after,2021-12-29,62649ce8eab8d5be,25.60531,87.774355,School Building
MS000534,WRK00262,before,2021-11-26,67cbfc39f54f1b92,21.818725,86.858383,Bridge Construction
MS000535,WRK00262,during,2021-12-21,2a736a676c461d48,21.819172,86.858482,Bridge Construction
MS000536,WRK00263,before,2023-08-24,82c41c54a8debd88,27.325755,76.493378,School Building
MS000537,WRK00263,during,2023-10-08,e2fb8d66a8928ad4,27.325871,76.49231,School Building
MS000538,WRK00263,after,2023-12-22,c0a15dbc695f34ff,27.32658,76.492989,School Building
MS000539,WRK00264,before,2021-09-28,2d6b8a4e18a70609,27.209295,86.722059,Water Supply
MS000540,WRK00264,during,2021-11-12,cc2b2f49c6d53a90,27.209662,86.721262,Water Supply
MS000541,WRK00264,after,2022-01-26,35a37765bfacc63e,27.210504,86.721674,Water Supply
MS000542,WRK00265,before,2021-09-24,0b1ec578dff47c51,21.056376,84.03162,Road Construction
MS000543,WRK00265,during,2021-11-02,0067743e7de1936b,21.056506,84.032553,Road Construction
MS000544,WRK00266,before,2021-07-20,8b31f4d8e073c1d0,30.997421,78.620642,Community Hall
MS000545,WRK00266,during,2021-09-03,bba8a7e549d0aac1,30.99744,78.620238,Community Hall
MS000546,WRK00266,after,2021-11-17,b43c6fef2fb7e9bd,30.997013,78.620758,Community Hall
MS000547,WRK00267,before,2021-01-15,893e2b89dadfc499,16.436449,78.008006,Boundary Wall
MS000548,WRK00267,during,2021-03-08,366b3575d07a9518,16.435352,78.007419,Boundary Wall
MS000549,WRK00268,before,2023-09-16,dae135862358755c,26.353283,94.576931,Drainage Works
MS000550,WRK00268,during,2023-10-17,e6fb61d3fba26c21,26.353373,94.57733,Drainage Works
MS000551,WRK00269,before,2023-04-01,99a9af6aed054732,26.334243,87.322066,Bridge Construction
MS000552,WRK00269,during,2023-05-30,4b0a4742146e6a4f,26.33421,87.321245,Bridge Construction
MS000553,WRK00270,before,2023-02-27,706078eb7e8eed12,11.902014,77.558725,Library Building
MS000554,WRK00270,during,2023-03-23,7c35b2747a57772b,11.902489,77.558013,Library Building
MS000555,WRK00271,before,2023-11-12,46a3cc71ff2f6883,16.780616,77.202004,School Building
MS000556,WRK00271,during,2023-12-05,951b2503aa528f85,16.781368,77.200633,School Building
MS000557,WRK00272,before,2021-05-21,6769b0f1ee01b9e0,25.178413,93.519306,Boundary Wall
MS000558,WRK00272,during,2021-06-23,852393d79a5d376e,25.179081,93.520504,Boundary Wall
MS000559,WRK00273,before,2022-08-26,7bcf2b31902bd154,19.134525,79.844471,Sports Facility
MS000560,WRK00274,before,2023-09-15,f49816ad6994bf84,26.823465,84.401798,Cremation Ground
MS000561,WRK00274,during,2023-10-30,ae8e60755eebc618,26.82426,84.402716,Cremation Ground
MS000562,WRK00274,after,2024-01-13,3d563b0ed11ce5c8,26.824333,84.402178,Cremation Ground
MS000563,WRK00275,before,2022-12-02,ee25356aaee01ec9,9.280416,78.610285,Health Centre
MS000564,WRK00275,during,2023-01-15,548b9bb7df8200b8,9.280697,78.608869,Health Centre
MS000565,WRK00276,before,2022-02-20,f4adfa22ad0205f5,23.529889,88.993494,Water Supply
MS000566,WRK00277,before,2022-10-08,93a05478c00b19de,21.468941,84.518571,Anganwadi Centre
MS000567,WRK00278,before,2023-03-18,b0701a5350ce857f,31.670906,76.108615,Road Construction
MS000568,WRK00279,before,2022-06-16,6b49acc635e574e0,31.338935,74.9347,Health Centre
MS000569,WRK00279,during,2022-08-08,3fa029a6d0a73b72,31.339063,74.934564,Health Centre
MS000570,WRK00280,before,2021-09-26,cccf4130255603d4,25.019661,92.423232,Street Lighting
MS000571,WRK00280,during,2021-11-15,fc76627b00cd11a8,25.019838,92.423679,Street Lighting
MS000572,WRK00281,before,2023-11-25,0f5e8b4729d0c613,20.235216,72.995773,Drainage Works
MS000573,WRK00281,during,2024-01-04,f8378be20bb68d75,20.236353,72.99572,Drainage Works
MS000574,WRK00282,before,2023-01-08,936dd1a893acb00e,23.872527,77.13282,Health Centre
MS000575,WRK00282,during,2023-02-25,9cd2da08bd3c83c3,23.873333,77.132606,Health Centre
MS000576,WRK00283,before,2023-09-26,edb68b81cec68cfe,26.339715,77.918604,Health Centre
